,Name,Category,Town,Type,Contributions,Title,Review,Rating,Date,LocCode,Cuisine,Score
1635,Bailiffs Court,Accommodation,Littlehampton,Hotel,12,Wonderful stay,"We booked last minute for a 2 night stay on the August bank holiday. The weather was glorious so having the outdoor pool was lush. The spa area is fabulous.

The hotel is quirky and was very surprised at its history. We were a bit disappointed with our room (Le Herne). It was 28°C both days and the room was very stuffy. They provided fan and this did help. There was no view from the window apart from the roof lantern of the breakfast room and the wall of the building opposite. It was too dark and although not a small room, it felt quite claustrophobic and needed to have the lamps on even in daylight. Not a deal breaker but it wasn't what we expected. It was 28°C both days and the room was very stuffy. They provided fan and this did help. The room seriously lacked plug sockets and I would not have expected an extention cable to be provided so we could have a reasonable number of sockets e.g. the lamps on and boil the kettle and use a hairdryer.

The staff are very friendly, attentive and helpful without being overbearing. And the pool service for lunch was very welcome. Our housekeeper was very good and checked in on us the 2nd evening knowing the room was hot. She gave us some good tips on Chichester and recommended other rooms in the hotel if we were returning and wanted a view.

The food on both nights was exceptional and the wine list extensive with wines for all tastes and pockets.

All in all a lovely stay, in a lovely hotel. We would come back, maybe for a winter break but will ask for a different room.
Read less",4,3.0,2.0,0,0
1636,Carlyle's Café,Food,Bognor, Café,6,Excellent Breakfast,"Very good quality breakfast with decent Butcher's sausage.
Good value.
Staff very pleasant and efficient.
Can't fault it really.",5,1.0,0.0,British,0
1637,Comfort Inn,Accommodation,Arundel,Hotel,66,Pleasantly surprised,"Decided to take a trip visiting relatives and a couple of museums we wished to see. Due to events at Goodwood, we were unable to book close to our desired location. However, we were pleasantly surprised at the Comfort Inn. Clean, quiet, comfortable room with all the usual amenities and comfy beds. Breakfast choice good. Helpful staff. Would stay again.",4,3.0,2.0,0,0
1638,"So India, Little.",Food,Littlehampton, Restaurant,68,My new ‘go to’ local for Indian Cuisine,"Steered here by a friend when was instead intending to visit an alternative local venue I (and this friend) have always used for over a decade. What a great steer! Service was excellent from beginning to end; most welcoming, friendly, helpful and effective. Atmosphere and decor was pleasantly surprising, given this is a venue I have passed by many times since its arrival some years ago and yet never before been tempted to actually try for an ‘eat in’ experience. Food was just superb; four different main dishes were ordered and all of them excellent, as were the sides, rices, breads and papadums. Overall so impressed this will now be my new ‘go to’ local for Indian Cuisine; goodbye Bengal Tandoori and hello So India!",5,3.0,3.0,Indian,0
1639,Passage to India,Food,Bognor, Restaurant,118,Tasteless...,"After reading all the reviews of this place i was excited to eat at what I thought would be a hidden gem. The menu boasts that the restaurant has been open since 1990 and I can report that it appears nothing has changed since 1990. The once red but now overwashed and faded napkins are arranged in a fan in front of you, the one glasses are the smallest ever seen but also made of the cheapest ‘cut glass’, In 1990 it may have been accepted to do this and also offer low quality food but nowadays with the choices we have of high quality mouth watering Indian food available this just shows its self as a massive disappointment. The shrivelled up lamb chops were absolutely tasteless, the only flavour coming out of them was salt everything comes with a ‘salad’ which is a bowl of lettuce with a single lonely piece of cucumber, tomato and olive.
None of the flavours penetrated the variety of meat dishes ordered, it was almost just like a coating. A blessing or a problem? Not really sure.",2,3.0,2.0,Indian,1
1640,Peri Peri House,Food,Bognor, Fast Food/Takeaway,1,Don't ever use this place !,"Ordered my food at 3:15pm was waiting for a hour so I called them and they said they haven't even started it yet! Will be with u within 20mins!, The driver was outside my flat for 10-15 mins Chatting to his mate!, Till I called the shop again! And told him to read the instructions! Finally he comes up to my door and my other half asked who's the boss today and the driver got all moody and swearing at my partner! What made him mad! If I could give no stars I would!!!",1,4.0,3.0,International,1
1641,Black Rabbit,Food,Arundel, Pub/Bar,184,We'll be back!,"I visited the Black Rabbit 36 years ago on a first date with my husband, so it holds special memories and we like to try and go back every year.

The Black Rabbit is in a perfect waterside location with plenty of seating overlooking the river and with views of Arundel Castle.

I think the staff possibly got caught off guard today. Who would have expected the last Monday in February to have a full day of wall to wall sunshine and temperatures reaching 18 degrees?

It was like a warm Spring Day in April. The place was alive. We ordered food and were told it could take up to 30 minutes.

Not a problem until 55 minutes later we saw other people who had ordered long after us eating their food. I think we got forgotten but the member of staff was very apologetic, chased our order and it was on the table 10 minutes later.

The food was great and definitely worth the wait.

Question to the Black Rabbit – “We may have missed it - Is there a specific smoking or no/smoking area outside?”. The tables are close and it wasn’t pleasant to have four people on an adjoining table blowing smoke in our direction as we were eating?”",4,1.0,2.0,British,0
1642,Avisford,Accommodation,Arundel,Hotel,2,Very friendly hotel with excellent restaurant,"We stayed here for our anniversary.
We enjoyed every moment.we were so impressed.the staff all very efficient & friendly.the restaurant is excellent with great choices.
The golf course was well maintained & very enjoyable.
Read less",5,2.0,0.0,0,0
1643,Dominican Priory,Attractions,Arundel,Historical/Culture,118,Interesting ruins,"Nicely placed alongside the river, the details provided give an inkling as to what was there before the reformation.",4,3.0,1.0,0,0
1644,Six Bells,Food,Littlehampton, Pub/Bar,29,"Really lovely food, friendly owners and staff","Sunday lunch after a busy working week needs to be a relaxed affair with good food and a friendly comfortable atmosphere..... If you look for that in a pub then The Six Bells hits the spot perfectly. Great Sunday Roast, good veggie and fish alternatives and generous helpings. One of the best Sunday Roasts I've had for many a year and lovely owners and staff make sure you feel at home. Looking forward to going back soon.",4,3.0,1.0,British,0
1645,"The Lamb, Angmering",Food,Littlehampton, Pub/Bar,675,Handy watering hole,Dropped in for a pint and a bite to eat one lunchtime. What a great find. Friendly and accomplished in equal measure. A great place to retire to after a blustery dog walk on the beach.,4,1.0,2.0,British,0
1646,Butlins,Accommodation,Bognor,Hotel,104,Day visit from Haven Pagham holiday maker,"Swimming pool - If there is a better swimming pool in UK Id like to know where it is as Butlins new area is superb. Lots of rides, indoor helter skelter, rapids (which go outside!) 2 slides which you almost take off from on the bottom part (so lookout!) inflatable raft slide for up to 3 persons is great family fun (not scary in anyway) , the fastest slide which didnt really cut it for me as expected more and a number of toddler slides running into very shallow water. Fantastic changing areas with huge family cubicles. Gripes are firstly the water temperature is too cold only by 2 degrees or so but noticeable, more importantly air temperature is too low. Kids shivering and adults walking round with arms crossed. I would of thought spending £120m on a swimming pool would buy you top of range heating maybe even negative air pressure so cold air from changing room especially when standing at helter skelter pours into swimming pool and cold air from rapids. The rapids also needs a warning sign that the last pool when re-entering building is 4 times deeper than depth of ride. Many kids got caught out by this sudden change in depth and inhaled water, there are 2 guards in pool but they didnt stop it happening as they naturally are there to help those in trouble so it needs highlighting with signs. Risk assessment here seems lacking. Fairground is excellent many free rides. Food - Finally Butlins gets a fish & chip shop! but food onsite is still generally expensive and hit n miss. Carlyles Cafe and Lobster Pot in Felpham just 300/400 yards away are top class. (The former is cheaper) Red Coats - well compared to Havens version they just dont cut it. If youve been to both you'll know the difference. Most walk around without smiles, look far too formal and are unapproachable. Considering same company own Butlins and Haven the difference is always staggering, Haven get this part just so right
Read less",4,2.0,2.0,0,0
