,Name,Category,Town,Type,Contributions,Title,Review,Date,LocCode,Cuisine,Score
664,The Roundstone,Food,Littlehampton,Pub/Bar,5,Truly Awful,"We arrived at 11:45 only to be told they don’t start serving food until 12 midday when it clearly states on the leaflet we had and the menu it said 11:30 and showed this to the guy behind the bar. He just shrugged. We were shown to a table by a window and soon discovered the carpet was filthy with bits of last nights dinner scattered around. (Disgusting).
On closer inspection we could see the carpets in our area were very dirty with bits of fluff and food. The carpets looked as if they had not been hoovered in months. The whole fabric of the place is awful and needs a complete renovation. The service was slow and the burger was mediocre with a burnt bun and the jacket potato was small and hard.
 Will never return!

",1.0,2.0,British,1
713,The Roundstone,Food,Littlehampton,Pub/Bar,38,Sorry forgot you were there!,"Food was ok - but service, what service!!

Silly giggly staff when we arrived - shown to table and no drinks order taken. Waited 20 mins - gave up waiting for server to arrive to take food/drinks order, so went to bar - server was with friends and said “sorry forgot all about you”!! Food was “ok” when it arrived.

Had waited so long decided not to order dessert - waited for server to arrive to ask for bill but again gave up and went to bar to pay.

Seriously - sort out your service!!!!",1.0,2.0,British,1
934,The Windmill,Food,Littlehampton,Pub/Bar,34,"It’s was,...ok","We came for a family meal, for a time and day in the week that you would have thought would be busy, we were one of the few tables in. Not passing judgment, we ordered. The menu was very small (consisting of around 7 items max!) Food was very slow to come out, and our waitress was uninterested. It made for an uncomfortable evening. We have been before in the summer and the menu has been full, and the food has been delicious. Hopefully we just got caught out on a bad day there",1.0,1.0,British,1
272,McDonald's,Food,Bognor,Fast Food/Takeaway,10,Not what it says on the TV advert,"Last night I saw the advert for the GIANT Big Mac. Two weeks ago my husband collected a take away of two GIANT Big Mac Meals. The chips were great but the burgers were a real let down. Neither Burger had any BACON in them and one burger only had one layer of lettuce and sauce in it. One burger had gerkins and one did not. Both burgers seemed to have been thrown together with everything falling out and were very disapointing. I understand mistakes can happen but this was more than just a mistake it was poor quality control. We will not be having this item again, and if we had lived nearer we would have returned to ask for replacements, which I do believe would have happened. However, how many other take away customers have had this happen to them? and this is why I have posted the review, so that action can be taken to improve.",1.0,2.0,British,1
876,Magna Tandoori,Food,Bognor,Restaurant,119,Great traditional curry house,"Thursday evening visit. Clean and comfortable with friendly and efficient service. The menu is very varied with some unusual options. Everything is very reasonable priced and the portions very large in my opinion. We had quite a lot of food we couldn’t finish after popadoms, starters, mains and side dishes. Chicken tikka naan is delicious. In fact having tried everyone else’s meal it was all delicious! My favourite Indian restaurant in Bognor.",4.0,3.0,Asian/Oriental,0
1152,Sen,Food,Bognor,Restaurant,6,My birthday with the girls,"I came here for dinner for my birthday meal with my girls & it was lovely. They had decorated the table for me which was really sweet. Staff were all lovely, friendly & attentive & food was delicious as always. Restaurant looks great sine the refurb! Thank you so much for a fantastic night!",2.0,1.0,Other,0
1264,"The Windmill, Harvester",Food,Littlehampton,Pub/Bar,30,So slow and not much available!,"Decided on a trip to Littlehampton for the day and decided to pop in here. First impressions were that of nice welcoming clean place. Went in and stood behind another family waiting to be seated. Seem to wait a good 8-10 minutes for someone to even come and acknowledge us. Finally a man came out and we were seated. Then again it seemed painfully slow before our order was taken. Ordered, but what I wanted they didn’t have any of, neither was the coffee machine working and when they finally bought out my strawberry and mint cooler I was informed that they’d run out of strawberries to decorate it with! Food was hot and fresh though.
Decided against a dessert as thought we might be there for another hour or so and didn’t have the time to wait!!
All in all not very impressive. Not particularly busy but staff slow and inattentive, no sense of urgency to see to customers and get them fed.
Wouldn’t recommend.
",3.0,2.0,British,1
915,East Beach Café,Food,Littlehampton,Café,25,Grubby,What a wasted opportunity ! Such lovely views but cafe was grubby and tables uncleared. Staff unfriendly when we walked in and at one point a couple walked in and after five minutes of no-one serving behind the counter walked out. Won't bother again !!,2.0,2.0,British,1
1221,Moathouse Café,Food,Arundel,Café,616,Fantastic food.,"Friendly service. Reasonably priced. Very large menu with a lot of classic dishes. Also tasty milkshakes. We had Welsh rarebit, fish and chips, beef and ale pie, and milkshakes. I am sure this is one of the best places to eat in Arundel.",2.0,3.0,British,0
999,The Waverley,Food,Bognor,Pub/Bar,1,A home from home,Lovely friendly hostelry with great guest beers. Very good food and service and clear sea views for pondering life’s trials and tribulations. Great place for meeting friends for a drink.,2.0,1.0,British,0
1215,The Mezze,Food,Bognor,Restaurant,2,Rubbish,"Rubbish food, rubbish service, expensive for the rubbish quality. Give this one a miss. We will never come here again. Be warned",3.0,1.0,Other,1
702,Establo Lounge,Food,Littlehampton,Pub/Bar,5,Not impressed ,"Visited today with a friend and all tables were dirty and sticky. We had to use the menus as a table cloth! Also the staff are dressed terribly, in scruffy shorts and tops. I wanted a gluten free cake and they supposed to have a choice of 3, but only had a flapjack. I have ordered white wine spritzer and the glass was very dirty. It is such a shame! When the lounge first opened it was good, but I think it has gone down hill and as it is stands now, I would be embarrassed to bring my friends again!",2.0,1.0,British,1
